date,description,type,from,to,nonce,amount,currency,comment,tx_hash
2021-04-01T14:15:22Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,419,0,ETH,add one sided dai and usdc strats ,0x31e9d6bf76b8387d039db7cb0f88525b5a651a53dc3cdb3f75d48d4a1d910274
2021-04-01T17:42:32Z,grant,outgoing,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,420,0,ETH,send missing grants to coordinape grantees ,0xfd83d667c278a74f0ad9507b8d159e43f893c5067dbd47c05c80e229ec6c3cd4
2021-04-01T17:42:32Z,,,ychad.eth,0xBC2571293a9F37eAe02699744B3d29E47f6b6C0B,,0.018158249662856600,YFI,,0xfd83d667c278a74f0ad9507b8d159e43f893c5067dbd47c05c80e229ec6c3cd4
2021-04-01T17:42:32Z,,,ychad.eth,0x461783A831E6dB52D68Ba2f3194F6fd1E0087E04,,0.010506834537744500,YFI,,0xfd83d667c278a74f0ad9507b8d159e43f893c5067dbd47c05c80e229ec6c3cd4
2021-04-01T17:42:32Z,,,ychad.eth,guillesalazar.eth,,0.017520631735763900,YFI,,0xfd83d667c278a74f0ad9507b8d159e43f893c5067dbd47c05c80e229ec6c3cd4
2021-04-01T18:49:31Z,grant,outgoing,ychad.eth,0x3A25A0a0c83c535f33ac74263e8D99CbF431E2C3,421,1.167549388262650000,ETH,send grant to Ivan,0xae45afe254f79d1d67ab66ef70d08cb7975c2fd6ed2d6947c373836e99ead73c
2021-04-01T19:21:02Z,grant,outgoing,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,422,0,ETH,send recurrent grants,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,ybaby.eth,,12500,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,yfi.milkyklim.eth,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,tracheopteryx.eth,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,lucho.eth,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,x48114.eth,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,oniichan.eth,,3000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,lex-node.eth,,3000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0xf3B2cDBF23A7F42BEDa882cb477FD8a7103186d7,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0xCdAA49f08e612357347b25F323529444Fc1EBC66,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0x3F37a30cEa56C5d199cEB4250354FDCd84805538,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0x1138DA90Fb90cEaded062ba8d22324A6737182c7,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0x1C277bD41A276F87D3E92bccD50c7364aa2FFc69,,12500,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0x05f9E07AFCcD4ea69310e316f4c5Ef81Ed3ED9c8,,8000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0xc96004A52dc20BE8CD322c22F0E06210628D0aC2,,5000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0xbA6630049Ce9Daa20b4d99fd6f6F1032B3B0026D,,5000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-01T19:21:02Z,,,ychad.eth,0x60330861Ddc19Ae7f6B274Aa6fC32c7b6bA9845B,,1000,y3Crv,,0x0704961379ad0ee362c9a2dfd22fdfa7d9a2ed5a94a99dbae1f83853a2d597bc
2021-04-02T23:58:04Z,grant,outgoing,ychad.eth,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,423,0,ETH,send coordinape grant,0xfddac812b09e0233d308f23b6b6470a14acaa435ca47ae476879a6fb00008dff
2021-04-02T23:58:04Z,,,ychad.eth,0xca7c76C8925b4425dDfdbB7396772544f4A4F3Ea,,50000,USDC,,0xfddac812b09e0233d308f23b6b6470a14acaa435ca47ae476879a6fb00008dff
2021-04-03T00:00:35Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,424,0,ETH,reenable management fee on wbtc vault,0xc640815e57aad1d9275fe5e712f4e098d33b5a79c8e40ad0def5b21e84f40759
2021-04-03T00:02:48Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,425,0,ETH,increase deposit limit in USDC and DAI vaults,0x9f6e22c40fc763931375909b0a243cdc6c89640840cfa51d9c1753a391209d0d
2021-04-03T00:05:14Z,,,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,426,0,ETH,save yfi vault ,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,0xd7c172cBB4BeE22511611e92377b0fB375bbFd43,0x4730D10703155Ef4a448B17b0eaf3468fD4fb02d,,17123636.409584800000000000,yvDAI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,0xd7c172cBB4BeE22511611e92377b0fB375bbFd43,0x4730D10703155Ef4a448B17b0eaf3468fD4fb02d,,0,YFI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,0x0000000000000000000000000000000000000000,0xE14d13d8B3b85aF791b2AADD661cDBd5E6097Db1,,0.014116514064812200,yvYFI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,0xE14d13d8B3b85aF791b2AADD661cDBd5E6097Db1,0x93A62dA5a14C80f265DAbC077fCEE437B1a0Efde,,0.014116514064812200,yvYFI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,ychad.eth,0x0000000000000000000000000000000000000000,,58.118343648864400000,yvYFI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,0xE14d13d8B3b85aF791b2AADD661cDBd5E6097Db1,ychad.eth,,58.478933724344400000,YFI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:05:14Z,,,ychad.eth,0xE14d13d8B3b85aF791b2AADD661cDBd5E6097Db1,,59.304664552696000000,YFI,,0xc4d8412d70bdf5b5eea4d3b0117662b1be60b8b2c1475c82c52af529c0d50383
2021-04-03T00:42:26Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,427,0,ETH,migrate strategy,0x72a24efe59eb1e1254e0303495064f745a0e13525bddff29b74d16d38860ac55
2021-04-03T00:42:26Z,,,0xcCA83Ea686F42d45B9DE5b5cA668962Cd4a30C2E,0x0E5397B8547C128Ee20958286436b7BC3f9faAa4,,8919719.685312280000000000,yvDAI,,0x72a24efe59eb1e1254e0303495064f745a0e13525bddff29b74d16d38860ac55
2021-04-03T00:42:26Z,,,0xcCA83Ea686F42d45B9DE5b5cA668962Cd4a30C2E,0x0E5397B8547C128Ee20958286436b7BC3f9faAa4,,0,WETH,,0x72a24efe59eb1e1254e0303495064f745a0e13525bddff29b74d16d38860ac55
2021-04-03T00:51:13Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,428,0,ETH,whitelist osm medianizer,0x018937989ffdaf1e44639a211aab5b817428937759a95ea3e10ec39436a6d31c
2021-04-03T02:34:16Z,,,0x710295b5f326c2e47E6dD2E7F6b5b0F7c5AC2F24,ychad.eth,,28.989890663465800000,yvYFI,,0xf45392a75b21b0ed91e28bcf206e1ff8f47e7e18ae9ca810fc67068f24b1ecfd
2021-04-05T06:06:25Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,429,0,ETH,revert to 50% keepcrv on usdn,0xcfd9abc3c9a149c7738a9aa92f1c4cf375673e4a7308aef0ef944c1b98568544
2021-04-06T13:41:10Z,,,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,430,0,ETH,reimburse strategists,0xdcd38bd068e15f6b25de6602409206a9a87658bbbe4b6e1206aec47d9b907d82
2021-04-06T13:41:10Z,,,0x93A62dA5a14C80f265DAbC077fCEE437B1a0Efde,ychad.eth,,53.567185867642700000,yvWETH,,0xdcd38bd068e15f6b25de6602409206a9a87658bbbe4b6e1206aec47d9b907d82
2021-04-06T13:41:10Z,,,ychad.eth,0x0000000000000000000000000000000000000000,,53.567185867642700000,yvWETH,,0xdcd38bd068e15f6b25de6602409206a9a87658bbbe4b6e1206aec47d9b907d82
2021-04-06T13:41:10Z,,,0xa9fE4601811213c340e850ea305481afF02f5b28,ychad.eth,,53.90602766199640000,WETH,,0xdcd38bd068e15f6b25de6602409206a9a87658bbbe4b6e1206aec47d9b907d82
2021-04-06T13:41:10Z,,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ychad.eth,,53.87874058406160000,ETH,,0xdcd38bd068e15f6b25de6602409206a9a87658bbbe4b6e1206aec47d9b907d82
2021-04-06T18:15:56Z,other,none,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,431,0,ETH,migrate usdc and dai strats to fix harvest accounting,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x3d9819210A31b4961b30EF54bE2aeD79B9c9Cd3B,0x5274891bEC421B39D23760c04A6755eCB444797C,,4.762403951267940000,COMP,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x5274891bEC421B39D23760c04A6755eCB444797C,0xBecC659Bfc6EDcA552fa1A67451cC6b38a0108E4,,0.235263853770660000,COMP,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x5274891bEC421B39D23760c04A6755eCB444797C,0x79B3D0A9513C49D7Ea4BD6868a08aD966eC18f46,,2.117374683935940000,COMP,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x275DA8e61ea8E02d51EDd8d0DC5c0E62b4CDB0BE,0x5274891bEC421B39D23760c04A6755eCB444797C,,882.372253844038000000,IDLE,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x5274891bEC421B39D23760c04A6755eCB444797C,0x79B3D0A9513C49D7Ea4BD6868a08aD966eC18f46,,435.384591181136000000,IDLE,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x5274891bEC421B39D23760c04A6755eCB444797C,0xE8981Aa72d495AA71681c41159c1Ec8746eE3fbD,,808855788.86182800,cUSDC,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0x39AA39c021dfbaE8faC545936693aC917d5E7563,0xE8981Aa72d495AA71681c41159c1Ec8746eE3fbD,,17677469.789194,USDC,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0xE8981Aa72d495AA71681c41159c1Ec8746eE3fbD,0x39AA39c021dfbaE8faC545936693aC917d5E7563,,808855788.86182800,cUSDC,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
2021-04-06T18:15:56Z,,,0xE8981Aa72d495AA71681c41159c1Ec8746eE3fbD,0x5274891bEC421B39D23760c04A6755eCB444797C,,17677469.789194,USDC,,0x92b02334f67a06b471ad22b44e8a641010d4eb1d4a54e900aa817964c2d52240
