date,description,type,from,to,nonce,amount,currency,comment,tx_hash
2021-06-01T00:13:22Z,,,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,649,0,ETH,Attach convex strategy,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x1C6a9783F812b3Af3aBbf7de64c3cD7CC7D1af44,0x0921E388e86bbE0356e37413F946ccE47EDd294D,,1E-18,ust3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x0921E388e86bbE0356e37413F946ccE47EDd294D,0x989AEb4d175e16225E39E87d0D97A3360524AD80,,1E-18,ust3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x989AEb4d175e16225E39E87d0D97A3360524AD80,0x3B7020743Bc2A4ca9EaF9D0722d42E20d6935855,,1E-18,ust3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x0000000000000000000000000000000000000000,0x989AEb4d175e16225E39E87d0D97A3360524AD80,,1E-18,ust3CRV-gauge,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x0000000000000000000000000000000000000000,0xF403C135812408BFbE8713b5A23a04b3D48AAE31,,1E-18,cvxust3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0xF403C135812408BFbE8713b5A23a04b3D48AAE31,0xd4Be1911F8a0df178d6e7fF5cE39919c273E2B7B,,1E-18,cvxust3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x8cc94ccd0f3841a468184aCA3Cc478D2148E1757,0x75be6ABC02a010559Ed5c7b0Eab94abD2B783b65,,379.25501381607100000,musd3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x75be6ABC02a010559Ed5c7b0Eab94abD2B783b65,0x989AEb4d175e16225E39E87d0D97A3360524AD80,,379.25501381607100000,musd3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x989AEb4d175e16225E39E87d0D97A3360524AD80,0x5f626c30EC1215f4EdCc9982265E8b1F411D1352,,379.25501381607100000,musd3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x5f626c30EC1215f4EdCc9982265E8b1F411D1352,0xE6E6E25EfdA5F69687aA9914f8d750C523A1D261,,379.25501381607100000,musd3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0x0000000000000000000000000000000000000000,0xF403C135812408BFbE8713b5A23a04b3D48AAE31,,379.25501381607100000,cvxmusd3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:13:22Z,,,0xF403C135812408BFbE8713b5A23a04b3D48AAE31,0xDBFa6187C79f4fE4Cda20609E75760C5AaE88e52,,379.25501381607100000,cvxmusd3CRV,,0xdaeed0617dc12403f68eab355b841cc34d046c699da8f7c33b11eb88c157fecf
2021-06-01T00:16:21Z,,,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,650,0,ETH,Attach convex strategy,0x3886377be9ec19b8ce32aa9c44ae7efc2cf821b404dc0128e8c36ad9de66e599
2021-06-01T01:52:36Z,,,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,651,0,ETH,Migrate strategy,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0x479A8666Ad530af3054209Db74F3C74eCd295f8D,0x416647Ddee169156878DC46CD565dee99413c262,,505.870090750296000000,VSP,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0x416647Ddee169156878DC46CD565dee99413c262,0x132eEb05d5CB6829Bd34F552cDe0b6b708eF5014,,505.870090750296000000,VSP,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0x132eEb05d5CB6829Bd34F552cDe0b6b708eF5014,0xCEfF51756c56CeFFCA006cD410B03FFC46dd3a58,,3.437476392119600000,WETH,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0xCEfF51756c56CeFFCA006cD410B03FFC46dd3a58,0x416647Ddee169156878DC46CD565dee99413c262,,0.24545797,WBTC,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0x0000000000000000000000000000000000000000,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,,0.0869385,yvWBTC,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,0x416647Ddee169156878DC46CD565dee99413c262,,0.02438129,yvWBTC,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,0x93A62dA5a14C80f265DAbC077fCEE437B1a0Efde,,0.06255721,yvWBTC,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
2021-06-01T01:52:36Z,,,0x416647Ddee169156878DC46CD565dee99413c262,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,,0.24545797,WBTC,,0x11c6f4b728ba41df391a0a0cd7c7fc1d4b60c667a98554ced876cb0eb0ecae55
